경찰서,관서명,연번,주소,지방청,지역파출소,치안센터명
"인천미추홀","문학","321","미추홀구 인하로 448","인천청","지구대","관교치안센터"
"인천미추홀","학동","322","미추홀구 인하로 150-1","인천청","지구대","용남치안센터"
"인천남동","구월","323","남동구 용천로 19","인천청","지구대","구월1치안센터"
"인천남동","간석","324","남동구 구월로131번길 40","인천청","지구대","간석1치안센터"
"인천남동","간석","325","남동구 백범로 340","인천청","지구대","간석3치안센터"
"인천부평","동암","326","부평구 아트센터로 74번길 88","인천청","지구대","십정치안센터"
"인천부평","청천","327","부평구 마장로 443","인천청","지구대","청천1치안센터"
"인천서부","석남","328","서구 가정로 333번길 1","인천청","지구대","신현치안센터"
"인천서부","석남","329","서구 거북로 118","인천청","지구대","석남2치안센터"
"인천서부","가좌","330","서구 고래울로 20번길 8","인천청","지구대","가좌4치안센터"
"인천계양","계산","331","계양구 효서로 367","인천청","지구대","서운치안센터"
"인천계양","효성","332","계양구 계양대로 33","인천청","지구대","작전치안센터"
"인천계양","계양산","333","계양구 장제로 885","인천청","지구대","임학치안센터"
"인천계양","효성","334","계양구 마장로 557","인천청","지구대","효성2치안센터"
"인천강화","삼산","335","강화군 삼산면 서검로 156-1","인천청","파출소","서검치안센터"
"인천강화","서도","336","강화군 서도면 볼음도길 224","인천청","파출소","볼음치안센터"
"인천연수","연수","337","연수구 먼우금로 289","인천청","지구대","연수1치안센터"
"인천연수","동춘","338","연수구 비류대로 215","인천청","지구대","옥련치안센터"
"인천삼산","갈산","339","부평구 영선로 10-16","인천청","지구대","삼산치안센터"
"인천논현","만월","340","남동구 백범로 101번길 49","인천청","지구대","만수1치안센터"
"인천논현","논현","341","남동구 장도로 51","인천청","지구대","논현치안센터"
"광주동부","금남","342","광주광역시 동구 충장로 64","광주청","지구대","충장치안센터"
"광주서부","상무","343","광주광역시 서구 상무대로 777","광주청","지구대","상무 지하철 출장소"
"광주서부","상무","344","광주광역시 서구 상무공원로 60","광주청","지구대","치평치안센터"
"광주서부","금호","345","광주광역시 서구 눌재로 258","광주청","지구대","서창치안센터"
"광주서부","농성","346","광주광역시 서구 경열로149","광주청","파출소","양동치안센터"
"광주서부","동천","347","광주광역시 서구 죽봉대로 118","광주청","파출소","광천치안센터"
"대전중부","남대전","348","중구 대종로 192","대전청","지구대","석교치안센터"
"대전동부","용전","349","동구 동산초교로 23번길 41-2","대전청","지구대","홍도치안센터"
"대전동부","대전역","350","동구 대전로 684","대전청","지구대","인동치안센터"
"대전동부","가양","351","동구 우암로 190","대전청","지구대","가양1치안센터"
"대전동부","가양","352","동구 동대전로 166","대전청","지구대","자양치안센터"
"대전동부","판암","353","동구 용운로 124-1","대전청","파출소","용운치안센터"
"대전서부","도마","354","서구 도화공원길 7","대전청","지구대","도마1치안센터"
"대전서부","내동","355","서구 계룡로 673","대전청","지구대","용문치안센터"
"대전서부","구봉","356","서구 벌곡로 672","대전청","지구대","기성치안센터"
"대전서부","가수원","357","서구 정림동로 8-5","대전청","파출소","정림치안센터"
"대전대덕","송촌","358","대덕구 동서대로 1819","대전청","지구대","비래치안센터"
"대전둔산","둔산","359","서구 탄방로 7번길 99","대전청","지구대","탄방치안센터"
"대전둔산","월평","360","서구 월평서로 13-1","대전청","지구대","월평1치안센터"
"대전둔산","둔산","361","서구 둔산중로 55 지하","대전청","지구대","지하철치안센터"
"대전유성","신성","362","유성구 농대로 20","대전청","지구대","어은치안센터"
"대전유성","도룡","363","유성구 엑스포로 466번길 55","대전청","지구대","전민치안센터"
"울산중부","병영","364","중구 한울길 1","울산청","지구대","복산치안센터"
"울산중부","학성","365","중구 만남의 거리 11","울산청","지구대","성남1치안센터"
"울산중부","태화","366","중구 다운로 87","울산청","지구대","다운치안센터"
"울산남부","야음","367","남구 장생포고래로 185","울산청","지구대","장생포치안센터"
"울산남부","야음","368","남구 중앙로 25","울산청","지구대","신선치안센터"
"울산울주","삼남","369","울산시 울주군 삼동면 사촌길 17","울산청","파출소","삼동치안센터"
"울산울주","두동","370","울산시 울주군 두서면 인보호 92","울산청","파출소","두서치안센터"
"세종","조치원","371","세종시 연서면 당산로 347","세종청","지구대","연서치안센터"
"세종","한솔","372","세종시 장군면 장척로 393","세종청","파출소","장군치안센터"
"세종","전의","373","세종시 소정면 소정구길 160","세종청","파출소","소정치안센터"
"수원중부","화서문","374","수원시 장안구 영화로 46","경기남부청","지구대","영화치안센터"
"수원중부","화서문","375","수원시 장안구 장안로115번길 38","경기남부청","지구대","정자치안센터"
"안양동안","비산","376","안양시 동안구 평촌대로 372","경기남부청","지구대","운동장치안센터"
"안양만안","명학","377","현충로48번길 59","경기남부청","지구대","냉천치안센터"
"안양만안","안양","378","냉천로193번길 36","경기남부청","지구대","중앙치안센터"
"안양만안","안양","379","안양로372번길 9-10","경기남부청","지구대","만안치안센터"
"안양만안","석수","380","안양로532번길 17","경기남부청","지구대","관악치안센터"
"군포","금정","381","경기 군포시 군포로 761번길 69","경기남부청","파출소","산본치안센터"
"성남수정","신흥","382","성남시 수정구 시민로 163번길 19(신흥1동)","경기남부청","지구대","신흥1치안센터"
"성남수정","태평4","383","성남시 수정구 수정로 279번길 5(신흥2동)","경기남부청","파출소","신흥2치안센터"
"성남수정","단대","384","성남시 수정구 산성대로 595번길 5","경기남부청","파출소","양지치안센터"
"성남중원","도촌","385","경기 성남시 중원구 둔촌대로 217번길 3","경기남부청","파출소","하대원치안센터"
"성남중원","대원","386","경기 성남시 중원구 갈마치로 259","경기남부청","파출소","공단치안센터"
"분당","야탑","387","경기도 성남시분당구 판교로 679","경기남부청","지구대","야탑3치안센터"
"분당","야탑","388","경기도 성남시 분당구 성남대로779번길 60","경기남부청","지구대","이매치안센터"
"분당","서현","389","경기도 성남시분당구 장안로26번길 10","경기남부청","지구대","장안치안센터"
"부천소사","송내","390","경기도 부천시 소사구 중동로 45","경기남부청","지구대","송일치안센터"
"부천소사","송내","391","경기도 부천시 소사구 경인로 199-1","경기남부청","지구대","심일치안센터"
"부천소사","소사","392","경기도 부천시 소사구 은성로51번길 10","경기남부청","지구대","소삼치안센터"
"부천소사","범박","393","경기도 부천시 소사구 경인로 500-1","경기남부청","지구대","역삼치안센터"
"부천오정","내동","394","경기 부천시 오정구 부천로478번길 34(오정동)","경기남부청","지구대","오정치안센터"
"광명","철산","395","광명시 광복로38번길 3(철산동)","경기남부청","지구대","철산1치안센터"
"안산단원","대부","396","안산시 단원구 풍도길 8","경기남부청","파출소","풍도치안센터"
"시흥","능곡","397","경기도 시흥시 동서로 1115목감치안센터","경기남부청","파출소","목감치안센터"
"평택","평택","398","평택시 평택로 55","경기남부청","지구대","성내치안센터"
"화성서부","서신","399","화성시 서신면 해안길421-5","경기남부청","파출소","제부치안센터"
"화성서부","우정","400","화성시 우정읍 국화길 26","경기남부청","파출소","국화도치안센터"
"과천","과천","401","경기 과천 대공원 광장로 104 ","경기남부청","지구대","대공원치안센터"
"과천","과천","402","경기 과천 뒷골2로 4-8","경기남부청","지구대","선암치안센터"
"이천","아미","403","이천시 단월로 53","경기남부청","파출소","단월치안센터"
"안성","내리","404","안성시 미양면 양지길 19","경기남부청","파출소","미양치안센터"
"안성","보개","405","안성시 고삼면 고삼호수로 9","경기남부청","파출소","고삼치안센터"
"안성","금광","406","안성시 서운면 서운중앙길 43","경기남부청","파출소","서운치안센터"
"양평","단월","407","경기도 양평군 단월면 경강로 3526","경기남부청","파출소","봉상치안센터"
"의정부","신곡","408","의정부시 행복로 9-1","경기북부청","지구대","동부치안센터"
"의정부","가능","409","의정부시 신촌로 63번길 8","경기북부청","지구대","북부치안센터"
"의정부","신곡","410","의정부시 장곡로 205번길 21","경기북부청","지구대","장암치안센터"
"일산동부","마두","411","일산동구강송로165","경기북부청","지구대","마두2치안센터"
"일산서부","가좌","412","일산서구대화로166","경기북부청","파출소","송포치안센터"
"고양","신도","413","북한산로387번길 21","경기북부청","지구대","효자치안센터"
"춘천","후평","414","춘천시 동면 가산로 4","강원청","지구대","동면치안센터"
"춘천","남부","415","춘천시 동산면 영서로 414","강원청","지구대","동산치안센터"
"춘천","소양로","416","춘천시 옥천길 8","강원청","지구대","동부동치안센터"
"춘천","신북","417","춘천시 북산면 춘양로 1555","강원청","파출소","북산치안센터"
"춘천","남산","418","춘천시 남면 소주고개로 8-1","강원청","파출소","남면치안센터"
"춘천","서면","419","춘천시 서면 박사로 266","강원청","파출소","의암치안센터"
"강릉","동부","420","강릉시 해안로 498","강원청","지구대","경포치안센터"
"강릉","북부","421","강릉시 사천면 미노길 66","강원청","지구대","사천치안센터"
"강릉","서부","422","강릉시 성산면 구산길 54","강원청","지구대","성산치안센터"
"원주","봉산","423","원주시 소초면 치악로 2788","강원청","지구대","소초치안센터"
"원주","흥업","424","원주시 귀래면 북원로 110","강원청","지구대","귀래치안센터"
"원주","북원","425","원주시 호저면 호저로 404","강원청","지구대","호저치안센터"
"원주","치악","426","원주시 신림면 치악로 30","강원청","지구대","신림치안센터"
"동해","천곡","427","동해시 대동로 375","강원청","지구대","송정치안센터"
"동해","북삼","428","동해시 효자로 251","강원청","지구대","삼화치안센터"
"동해","묵호","429","동해시 발한로 73","강원청","지구대","부곡치안센터"
"동해","묵호","430","동해시 동해대로 6265","강원청","지구대","망상치안센터"
"태백","황지","431","태백시 역둔원동로 1412","강원청","지구대","사조치안센터"
"속초","영랑","432","속초시 중앙로 166","강원청","지구대","중앙치안센터"
"속초","청초","433","속초시 청봉로5길 41","강원청","지구대","설악치안센터"
"속초","양양","434","양양군 손양면 손중로 177","강원청","지구대","손양치안센터"
"삼척","정라","435","삼척시 중앙로 279","강원청","파출소","교동치안센터"
"삼척","근덕","436","삼척시 노곡면 노곡로 15","강원청","파출소","노곡치안센터"
"삼척","도계","437","삼척시 신기면 신기역길 24","강원청","파출소","신기치안센터"
"삼척","원덕","438","삼척시 가곡면 오저길 8","강원청","파출소","가곡치안센터"
"삼척","원덕","439","삼척시 원덕읍 동해대로 77","강원청","파출소","도경계 치안센터"
"영월","영월","440","영월군 북면 마차중앙1길 44","강원청","지구대","북면치안센터"
"영월","중동","441","영월군 상동읍 상동시장길 14","강원청","파출소","상동치안센터"
"영월","한반도","442","영월군 한반도면 쌍용로 230","강원청","파출소","쌍용치안센터"
"영월","주천","443","영월군 수주면 도원운학로 255-1","강원청","파출소","무릉도원치안센터"
"정선","정선","444","정선군 북평면 북평1길 43-15","강원청","파출소","북평치안센터"
"정선","정선","445","정선군 정선읍 정선로 569","강원청","파출소","광하치안센터"
"정선","신동","446","정선군 신동읍 함백로 332","강원청","파출소","함백치안센터"
"홍천","희망","447","홍천군 동면 공작산로 491","강원청","지구대","동면치안센터"
"홍천","희망","448","홍천군 북방면 두개비산로 328","강원청","지구대","북방치안센터"
